"image","xmin","ymin","xmax","ymax","label"
"ZH000__038020_TX000029.png",1873.3176470588235,674.5182012847965,1927.9309803921567,1374.7323340471091,"Seams"
"ZH000__038170_TX000002.png",2175.2972549019605,1766.5952890792291,2245.973333333333,2861.8843683083514,"Seams"
"ZH000__038170_TX000002.png",2146.3843137254903,1538.543897216274,2165.6596078431376,1769.8072805139186,"Seams"
"ZH000__038170_TX000025.png",1821.916862745098,2219.4860813704495,1866.8925490196077,2791.220556745182,"Seams"
"ZH000__038170_TX000025.png",1882.9552941176469,167.0235546038544,1924.7184313725488,735.5460385438971,"Seams"
"ZH000__038170_TX000026.png",1760.878431372549,446.4668094218415,1837.979607843137,1731.2633832976444,"Seams"
"ZH000__038190_TX000009.png",1892.1913725490194,6.423982869379015,1956.8439215686274,1271.9486081370449,"Seams"
"ZH020_2081_029260_TX000056.png",1481.3866666666665,3.2119914346895073,1568.1254901960783,2974.3040685224837,"Seams"
"ZH020_2081_029260_TX000056.png",533.6847058823529,3.2119914346895073,2441.938823529412,3000,"Beam"
"ZH020_2081_029260_TX000061.png",1503.8745098039215,9.635974304068522,1548.8501960784313,2132.7623126338326,"Seams"
"ZH020_2081_029260_TX000061.png",520.8345098039215,3.2119914346895073,2435.5137254901956,2990.364025695931,"Beam"
"ZH020_2081_029260_TX000063.png",1420.3482352941176,12.84796573875803,1507.0870588235293,2556.7451820128476,"Seams"
"ZH020_2081_029260_TX000063.png",517.6219607843137,6.423982869379015,2425.8760784313727,2980.7280513918627,"Beam"
"ZH020_2081_029260_TX000064.png",1484.5992156862744,19.271948608137045,1542.4250980392155,2017.1306209850106,"Seams"
"ZH020_2081_029260_TX000064.png",527.2596078431372,3.2119914346895073,2422.6635294117646,2983.940042826552,"Beam"
"ZH020_2081_029260_TX000076.png",1420.3482352941176,0,1462.1113725490195,2245.182012847966,"Seams"
"ZH020_2081_029260_TX000076.png",524.0470588235294,3.2119914346895073,2422.6635294117646,2980.7280513918627,"Beam"
"ZH020_2081_029260_TX000077.png",1481.3866666666665,3.2119914346895073,1606.6760784313724,2437.901498929336,"Seams"
"ZH020_2081_029260_TX000077.png",517.6219607843137,3.2119914346895073,2422.6635294117646,2993.5760171306206,"Beam"
"ZH020_2081_029270_TX000021.png",1448.8596078431372,3.2119914346895073,1564.5113725490196,2164.882226980728,"Seams"
"ZH020_2081_029270_TX000021.png",507.98431372549015,6.423982869379015,2413.025882352941,2987.1520342612416,"Beam"
"ZH020_2081_029270_TX000023.png",1442.8360784313725,9.635974304068522,1491.0243137254902,1618.8436830835117,"Seams"
"ZH020_2081_029270_TX000023.png",530.4721568627451,6.423982869379015,2425.8760784313727,2990.364025695931,"Beam"
"ZH020_2081_029270_TX000039.png",1474.961568627451,2598.5010706638113,1532.7874509803921,3000,"Seams"
"ZH020_2081_029270_TX000039.png",1429.9858823529412,1991.4346895074946,1465.3239215686274,2566.3811563169165,"Seams"
"ZH020_2081_029270_TX000039.png",507.58274509803886,0,2438.3247058823526,3000,"Beam"
"ZH020_2081_029270_TX000039.png",1450.867450980392,452.8907922912205,1466.9301960784312,1140.256959314775,"Seams"
"ZH020_2081_029270_TX000040.png",1420.3482352941176,9.635974304068522,1446.0486274509803,1667.023554603854,"Seams"
"ZH020_2081_029270_TX000040.png",501.5592156862745,3.2119914346895073,2438.7262745098037,2980.7280513918627,"Beam"
"ZH020_2081_029270_TX000058.png",1474.56,12.84796573875803,1580.5741176470588,2881.156316916488,"Seams"
"ZH020_2081_029270_TX000058.png",517.6219607843137,0,2438.7262745098037,2996.7880085653105,"Beam"
"ZH020_2081_029270_TX000060.png",1503.4729411764706,3.2119914346895073,1603.0619607843137,2373.661670235546,"Seams"
"ZH020_2081_029270_TX000060.png",1474.56,2392.933618843683,1503.4729411764706,2987.152034261241,"Seams"
"ZH020_2081_029270_TX000060.png",530.4721568627451,0,2445.1513725490195,2996.7880085653105,"Beam"
"ZH020_2081_029360_TX000022.png",1539.2125490196079,0,1603.4635294117647,1589.9357601713061,"Seams"
"ZH020_2081_029360_TX000022.png",543.3223529411764,12.84796573875803,2438.7262745098037,2983.940042826552,"Beam"
"ZH020_2081_029360_TX000024.png",1474.961568627451,591.0064239828694,1523.1498039215687,2553.5331905781586,"Seams"
"ZH020_2081_029360_TX000024.png",536.8972549019608,3.2119914346895073,2432.301176470588,3000,"Beam"
"ZH020_2081_029360_TX000042.png",1397.8603921568626,16.059957173447536,1452.4737254901959,1776.2312633832976,"Seams"
"ZH020_2081_029360_TX000042.png",1340.0345098039215,1683.0835117773017,1375.3725490196077,3000,"Seams"
"ZH020_2081_029360_TX000042.png",514.4094117647059,3.2119914346895073,2425.8760784313727,3000,"Beam"
"ZH020_2081_029360_TX000064.png",1352.8847058823528,240.89935760171304,1385.0101960784314,664.882226980728,"Seams"
"ZH020_2081_029360_TX000064.png",1394.6478431372548,1165.952890792291,1423.5607843137254,2987.152034261242,"Seams"
"ZH020_2081_029360_TX000064.png",507.98431372549015,6.423982869379015,2406.1992156862743,3000,"Beam"
"ZH020_2081_029360_TX000065.png",1401.0729411764705,93.14775160599571,1423.5607843137254,558.8865096359742,"Seams"
"ZH020_2081_029360_TX000065.png",1381.7976470588235,1095.289079229122,1410.7105882352942,3000,"Seams"
"ZH020_2081_029360_TX000065.png",510.795294117647,3.2119914346895073,2425.474509803921,2993.5760171306206,"Beam"
"ZH020_2081_029360_TX000070.png",1407.4980392156863,793.3618843683083,1436.410980392157,2010.7066381156314,"Seams"
"ZH020_2081_029360_TX000070.png",1410.7105882352942,0,1433.198431372549,138.11563169164882,"Seams"
"ZH020_2081_029360_TX000070.png",542.9207843137254,9.635974304068887,2438.3247058823526,3000,"Beam"
"ZH020_2081_029360_TX000084.png",1420.3482352941176,0,1487.8117647058823,1300.8565310492504,"Seams"
"ZH020_2081_029360_TX000084.png",1423.5607843137254,1760.17130620985,1481.3866666666665,2158.458244111349,"Seams"
"ZH020_2081_029360_TX000084.png",536.8972549019608,12.84796573875803,2432.301176470588,2999.9999999999995,"Beam"
